name,image_url,url,review count,rating,snippet,neighborhood,latitude,longitude,category,type
Coriander India Grill,http://s3-media4.fl.yelpcdn.com/bphoto/z7CKaEU9STrVNEWdeyelIw/ms.jpg,http://www.yelp.com/biz/coriander-india-grill-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,89,3.5,I never write reviews but this place deserves one. I've tried various items on their VAST menu and everything is delicious. And I've tried a lot of Indian...,Squirrel Hill,40.4326795,-79.92303662,indpak,food
Cure,http://s3-media1.fl.yelpcdn.com/bphoto/4qaFMLP27PgSIik7h0yC3Q/ms.jpg,http://www.yelp.com/biz/cure-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,277,4,I have to say that I had very high expectations going to Cure - especially since we went for the New Year's Eve prix fix dinner (with drink pairings). I...,Lawrenceville,40.4826889,-79.9511566,newamerican,food
Decade,http://s3-media3.fl.yelpcdn.com/bphoto/2YboQJgkE5hU7ehlJMDXrA/ms.jpg,http://www.yelp.com/biz/decade-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,4.5,I was finally able to make it here recently after all these years of living in this city.  Why did I wait so long?  I just wish that Pittsburgh had more...,South Side,40.4289589,-79.9838028,shopping,shopping
Delanie's Coffee,http://s3-media1.fl.yelpcdn.com/bphoto/shB4mAhZ0SUmhxGMkTM0Wg/ms.jpg,http://www.yelp.com/biz/delanies-coffee-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,77,4.5,"Great coffee, pastry, juice.

Good for people watching.

Good for meetings.

Fresh ingredients.",South Side,40.42898941,-79.98074341,coffee,food
Diesel Club Lounge,http://s3-media2.fl.yelpcdn.com/bphoto/7-91b15g9TJ9vc7nh7xY3g/ms.jpg,http://www.yelp.com/biz/diesel-club-lounge-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,44,3.5,"So, I have to say the best club I've been to in a long time is Diesel back home. Nice mix of music, fair dress code and solid bartenders.
I'm from...",South Side,40.4290009,-79.9825363,nightlife,nightlife
Dish Osteria and Bar,http://s3-media3.fl.yelpcdn.com/bphoto/F1GsreW4HbQmGUlDVJgcpQ/ms.jpg,http://www.yelp.com/biz/dish-osteria-and-bar-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,146,4.5,"Fantastic food! Delicious cocktails! Great atmosphere. Great vibes.

I still fantasize about the seafood alfredo.",South Side,40.427505,-79.982368,italian,food
Doce Taqueria,http://s3-media3.fl.yelpcdn.com/bphoto/A9Q89uQ7ygtI9SvM74p2SQ/ms.jpg,http://www.yelp.com/biz/doce-taqueria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,56,4.5,I stopped here after visiting Dave's Music Mine a couple doors away and they highly recommended it. Man was this place good. It reminds me of the kind of...,South Side,40.42859,-79.9855199,restaurants,food
Donut Shack,http://s3-media2.fl.yelpcdn.com/bphoto/3zeJNq-ZCwaZVtAljbX5cw/ms.jpg,http://www.yelp.com/biz/donut-shack-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,5,4.5,"I love this lil diner!  Been here several times over the years, but this is the first time I could actually check-in since using Yelp.  The Penn Hills...",,40.4831831,-79.82013242,donuts,food
E2,http://s3-media4.fl.yelpcdn.com/bphoto/zmm5b5W6xgm1etSF51dwsg/ms.jpg,http://www.yelp.com/biz/e2-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,179,4,"I can't say enough about E2. I love the atmosphere, it's cozy and romantic but not crammed. It's minimalist cozy. It's very warm and inviting.

My...",Highland Park,40.475437,-79.919706,italian,food
East End Book Exchange,http://s3-media4.fl.yelpcdn.com/bphoto/AFvdn08566XtnnpHOsdokw/ms.jpg,http://www.yelp.com/biz/east-end-book-exchange-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"Great book store all around. Good variety of books, lots of interesting titles I wouldn't have thought to look for and that can't be found at box stores,...",Bloomfield,40.4611065,-79.9482096,shopping,shopping
El Burro,http://s3-media2.fl.yelpcdn.com/bphoto/xnFEdhVzf3UYH78UanbmzQ/ms.jpg,http://www.yelp.com/biz/el-burro-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,97,4,"I'm from Southern California and my boyfriend lived in San Diego for a couple decades, so it's safe to say we have some pretty strong opinions on Mexican...",North Side,40.45588,-80.006529,mexican,food
El Milagro,http://s3-media3.fl.yelpcdn.com/bphoto/iyyZHICXll8LHpiVdbn3vA/ms.jpg,http://www.yelp.com/biz/el-milagro-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,27,4.5,A gem of a place in Pittsburgh for Mexican food. This was our first visit and the place did not disappoint us. We are sure to visit here again to try the...,Beechview,40.411087,-80.025049,mexican,food
Eleven,http://s3-media3.fl.yelpcdn.com/bphoto/Ml7Va2VDXJ8LamIUKj4APg/ms.jpg,http://www.yelp.com/biz/eleven-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,425,4,"This is one of my favorite restaurants. It feels like an experience, not just a meal here. They make their own break and have a person delivering it around,...",Strip District,40.44596918,-79.99353983,restaurants,food
Eliza's Oven,http://s3-media3.fl.yelpcdn.com/bphoto/OQrxXWxkF4agRjMr3Nfufg/ms.jpg,http://www.yelp.com/biz/elizas-oven-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,13,4.5,So I pretty much stop here every time that I get a chance.  The barleywine pretzel and beer cheese is not to be missed.  For real people!,Strip District,40.454311,-79.980494,bakeries,food
Eons Fashion Antique,http://s3-media2.fl.yelpcdn.com/bphoto/fzwO48SFfYFTDqVkh7UYmQ/ms.jpg,http://www.yelp.com/biz/eons-fashion-antique-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,25,4.5,"You simply have to visit this shop, they have the best quality vintage clothing and really excellent customer service.  The store feels cramped, but then...",Shadyside,40.45674515,-79.92945099,shopping,shopping
Escape Room Pittsburgh,http://s3-media1.fl.yelpcdn.com/bphoto/Ksl6N_k6hUBEl38hGHEkWQ/ms.jpg,http://www.yelp.com/biz/escape-room-pittsburgh-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,19,4.5,Awesome!!!  Had the best time there. Hubby and I went by ourselves and were paired up with 4 great teammates for the prison escape. Tough but so much fun....,Greenfield,40.426331,-79.939987,active,active
Espresso A Mano,http://s3-media2.fl.yelpcdn.com/bphoto/BUt0IAHRCtzjdTY0ri5PaQ/ms.jpg,http://www.yelp.com/biz/espresso-a-mano-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,214,4.5,"Espresso a Mano is within walking distance of my house, and it is a serious problem. I come here way too often and I just can't help myself. This coffee...",Lawrenceville,40.4660797,-79.9650879,coffee,food
Everyday Noodles,http://s3-media1.fl.yelpcdn.com/bphoto/gZV6y6-I6FJ5oZ6XzlUsaA/ms.jpg,http://www.yelp.com/biz/everyday-noodles-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,323,4,"I thoroughly enjoyed my time at everyday noodles. This was my last meal while staying in Pittsburgh and I'm glad we fit this in our schedule.

You write...",Squirrel Hill,40.4381401,-79.9201014,chinese,food
Everyday's A Sundae,http://s3-media2.fl.yelpcdn.com/bphoto/FoPg5TMPGucWbmu-ZKe4kg/ms.jpg,http://www.yelp.com/biz/everydays-a-sundae-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4,"I went here for lunch today after learning they have an all-day breakfast menu. My coworker told me about this place.  I got a bacon, egg, and cheese bagel....",Shadyside,40.46010505,-79.92423268,sandwiches,food
Family Restaurant,http://s3-media4.fl.yelpcdn.com/bphoto/PIzS2eHbfDowT_bHzHMvww/ms.jpg,http://www.yelp.com/biz/family-restaurant-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,5,"Excellent culinary skills and wonderful proprietors nestled here in Carrick.
Mix of Mediterranean and pizza shop offerings. Many delicious vegan options but...",Carrick,40.38506575,-79.97837931,newamerican,food
Feng Japanese Steak Hibachi & Sushi House,http://s3-media1.fl.yelpcdn.com/bphoto/QjIBKHFTtUMODmXM3rAMXw/ms.jpg,http://www.yelp.com/biz/feng-japanese-steak-hibachi-and-sushi-house-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,4,What a hidden gem! I have walked past this place probably a hundred times without going inside and boy was I missing out. I went with some friends and...,Bloomfield,40.4639582,-79.9528867,sushi,food
Fiori's Pizzaria,http://s3-media3.fl.yelpcdn.com/bphoto/sbv-iasUS0z10goNatALyw/ms.jpg,http://www.yelp.com/biz/fioris-pizzaria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,154,4.5,"Looking for good pizza in the 'burgh? Well, you just found the best.

Fiori's is one pizza shop that we go out of our way for. Their pies are always fresh...",Beechview,40.405245,-80.018538,pizza,food
Five Points Artisan Bakeshop,http://s3-media4.fl.yelpcdn.com/bphoto/fmnxcCQFqVr5WIt2JyqS-Q/ms.jpg,http://www.yelp.com/biz/five-points-artisan-bakeshop-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,5,Disclaimer: I'm writing on behalf of all my family (immediate and extended) and friends who have had the pleasure of bread from this bakery. It's just too...,Squirrel Hill,40.4443398,-79.916832,bakeries,food
Food Glorious Food,http://s3-media1.fl.yelpcdn.com/bphoto/pbJBaI2zAyvN2CM9fZar7Q/ms.jpg,http://www.yelp.com/biz/food-glorious-food-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,35,4.5,"I walk by this place every Wednesday, and until today I had never poked my head inside. I was super hungry, it's raining, and the store smells SO GOOD, so I...",Highland Park,40.4754295,-79.9196091,bakeries,food
Forbes Field Outfield Wall,http://s3-media3.fl.yelpcdn.com/bphoto/nd277t5qoFaXkbPXx6XxHA/ms.jpg,http://www.yelp.com/biz/forbes-field-outfield-wall-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,5,"A slice of Pittsburgh history, and well worth the visit.

But besides the visit, you should also consider attending the ceremony that is held here each...",Oakland,40.4431448,-79.9535839,active,active
Fredos Deli,http://s3-media3.fl.yelpcdn.com/bphoto/4Je4ruvYvZZaqroi3_vSIw/ms.jpg,http://www.yelp.com/biz/fredos-deli-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,19,4.5,"In a nutshell: great deli serving up variety of foods. Fresh ingredients, great service.

I wish I'd come here sooner. It's a small family-owned business...",Dormont,40.3961983,-80.0354385,sandwiches,food
Frick Park,http://s3-media2.fl.yelpcdn.com/bphoto/yHjSDO56i6zoOWUGy_ypGg/ms.jpg,http://www.yelp.com/biz/frick-park-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,"I love living next to Frick Park.  This park is absolutely massive and so lovely.

Overall, I feel like there are typically fewer people here than...",Squirrel Hill,40.43287,-79.903958,active,active
Gaby Et Jules,http://s3-media4.fl.yelpcdn.com/bphoto/deMd0lrYc5yApm3qOLUlnQ/ms.jpg,http://www.yelp.com/biz/gaby-et-jules-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,131,4,"In the past year, I have developed a bit of a love affair with macarons. Being home for Christmas, I knew I needed to see what Pittsburgh had to offer. I...",Squirrel Hill,40.438345,-79.921365,french,food
Gaucho Parrilla Argentina,http://s3-media2.fl.yelpcdn.com/bphoto/rPqruUBqbywdD3J14qir0g/ms.jpg,http://www.yelp.com/biz/gaucho-parrilla-argentina-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,682,4.5,"I've been wanting to try Gaucho for a long time.  I've heard so many good things, and it completely exceeded my expectations!  The menu is extensive, there...",Strip District,40.449077,-79.987519,restaurants,food
Ginza,http://s3-media2.fl.yelpcdn.com/bphoto/JoDpt4-3jyLvxs7CH3H0dg/ms.jpg,http://www.yelp.com/biz/ginza-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,76,4,"I hesitate to tell people that this gem exists, but in fear of them closing because of lack of food culture, I feel so obligated to share the...",Bloomfield,40.4612999,-79.94889832,sushi,food
Glitter & Grit,http://s3-media3.fl.yelpcdn.com/bphoto/A4k7AcaIC1IX8voP7848OQ/ms.jpg,http://www.yelp.com/biz/glitter-and-grit-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,18,5,"Excellent customer service, small but unique selection of dresses. Very happy with the appointment when I was there.",Lawrenceville,40.4821656,-79.9522779,shopping,shopping
Gluuteny Bakery,http://s3-media2.fl.yelpcdn.com/bphoto/6iMmmt2yQi7BJTlWLnAQIg/ms.jpg,http://www.yelp.com/biz/gluuteny-bakery-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,55,4,"Fantastic. A true miracle I can have baked goods.
Always friendly staff and delicious items that change slightly with the seasons.
Brought a cupcake for...",Squirrel Hill,40.43518448,-79.92259979,bakeries,food
Golden Triangle Bike Rental,http://s3-media2.fl.yelpcdn.com/bphoto/QRdAnRJoiSHXzBvCNcJNcg/ms.jpg,http://www.yelp.com/biz/golden-triangle-bike-rental-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,4.5,"This is a Great place to rent bicycle
But the tours are even better than the rates on the bicycles!
I am from a suburb in Pittsburgh and have never done...",Downtown,40.4357452,-79.9971085,active,active
Gooski's,http://s3-media4.fl.yelpcdn.com/bphoto/aXgvwfDDdoWn3tbozX_OOA/ms.jpg,http://www.yelp.com/biz/gooskis-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,69,4.5,"I love Gooski's. I always felt like I would since several people I know and trust have suggested it to me, but one thing or another kept getting in the way...",Polish Hill,40.4569199,-79.96648,nightlife,nightlife
Gosia's Pierogies,http://s3-media2.fl.yelpcdn.com/bphoto/O0SevULp48_B7q9EpwfD2A/ms.jpg,http://www.yelp.com/biz/gosias-pierogies-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,4,3.5,"I was lucky enough to taste Gosia's Pierogis at the Pierogi Festival at Stage AE this past weekend.

What a price difference from some of the other...",Strip District,40.4503288,-79.9867935,ethnicmarkets,food
Gourmet Market,,http://www.yelp.com/biz/gourmet-market-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,1,4,"Tiny, wittle, small store with some russian goodies. They don't have premade Oliv'e but they do have your basics such as pelmeni, vareniki, jams, candy,...",Squirrel Hill,40.4280199,-79.92485,ethnicmarkets,food
Grandview Bakery,http://s3-media3.fl.yelpcdn.com/bphoto/Zc8txcA9UjnKvT8UHF2MQg/ms.jpg,http://www.yelp.com/biz/grandview-bakery-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,45,4.5,"It's not a blessing that I live minutes from this place but it's also not their fault. Lol

They have everything from donuts, cakes, cookies, pies, bread...",Mt. Washington,40.429882,-80.007103,bakeries,food
Great Harvest Bread Co,http://s3-media2.fl.yelpcdn.com/bphoto/_Q04k3brsYS6XGyVqwUCsA/ms.jpg,http://www.yelp.com/biz/great-harvest-bread-co-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,18,4.5,"Phenomenal quality. The breads are excellent and everything on the sandwiches was so fresh, so crisp, and so flavorful.  We had the roast beef and the...",East Liberty,40.45917635,-79.91826796,sandwiches,food
Grit & Grace,http://s3-media3.fl.yelpcdn.com/bphoto/IhqHLJUs4-zQiofHugsIMw/ms.jpg,http://www.yelp.com/biz/grit-and-grace-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,212,4,"This review probably isn't indicative of a 'full' experience here, since I stopped in on Christmas Eve and only tried a single dish. Overall the service was...",Downtown,40.442035,-80.002556,chinese,food
Groceria Merante,http://s3-media2.fl.yelpcdn.com/bphoto/W_U7659dT7NniSXl-ms0Dw/ms.jpg,http://www.yelp.com/biz/groceria-merante-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,18,5,"This place is the perfect Italian grocery store. Great local bread and deli meats, wide selection of in season fruit and vegetables that are cheap and a ton...",Oakland,40.4365709,-79.95538761,ethnicmarkets,food
Handmade Arcade,http://s3-media2.fl.yelpcdn.com/bphoto/HDKE16ZzyKxFT4JRynNXPw/ms.jpg,http://www.yelp.com/biz/handmade-arcade-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,14,4.5,"I love events like this around town.  Instead of having to make multiple trips to different areas, you get it all in one stop.  This is especially great...",,40.45086601,-79.99076843,shopping,shopping
Hollywood Theater,http://s3-media4.fl.yelpcdn.com/bphoto/vy4zeQp-7XpYroypmzFpiw/ms.jpg,http://www.yelp.com/biz/hollywood-theater-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,28,4.5,There's a reason I haven't been inside a movie theater in years.  And cost is just one of them.  Those who know me won't be surprised to read what finally...,Dormont,40.39613,-80.03534,arts,arts
Hough's,http://s3-media2.fl.yelpcdn.com/bphoto/Rx__mvEKWKaPeS1-u9mOBA/ms.jpg,http://www.yelp.com/biz/houghs-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,130,4,"Came here on a Friday night, it was pretty busy but we found a couple of seats at the bar. When I sat down, I was pretty disappointed.....I'm a beer snob...",Greenfield,40.4262619,-79.94033051,nightlife,nightlife
How Lee Chinese Food,http://s3-media1.fl.yelpcdn.com/bphoto/Ew6sdnYyYfWaqCtfPDuhdQ/ms.jpg,http://www.yelp.com/biz/how-lee-chinese-food-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,161,4,A couple friends and I got together last night for a girls night and decided to order from How Lee.  I'm always a little worried when ordering delivery for...,Squirrel Hill,40.4379005,-79.9195099,chinese,food
Hunan Bar,http://s3-media3.fl.yelpcdn.com/bphoto/PS7nOnJu8vklXNogqkhKsg/ms.jpg,http://www.yelp.com/biz/hunan-bar-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,4,Mapo tofu is one of the best in Pittsburgh. Stair fried pork belly with leeks is also very good. More than half of the entries on menu are spicy but there...,Oakland,40.4403038,-79.95627594,chinese,food
I Am Yoga,http://s3-media3.fl.yelpcdn.com/bphoto/S691pnOO7NYrIQliamP5vw/ms.jpg,http://www.yelp.com/biz/i-am-yoga-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,21,4.5,"Wow...I love this studio. I never tried Bikram yoga before, and I originally started doing yoga to supplement dancing (I do competitive ballroom dance). In...",Squirrel Hill,40.43783,-79.92282,active,active
Ichiban,http://s3-media4.fl.yelpcdn.com/bphoto/k8cMu_JnwbLtms6sLGyBQw/ms.jpg,http://www.yelp.com/biz/ichiban-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,51,3.5,"This is only for the Robinson location.  I order sushi takeout about once a month from here. I have to say, the lunch specials are fantastic and my rolls...",,40.4519528,-80.1633006,japanese,food
India Market,http://s3-media3.fl.yelpcdn.com/bphoto/WxJPb18UNrcdxPOHXjqglA/ms.jpg,http://www.yelp.com/biz/india-market-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,4,4,"This is a charming little Indian grocery store in the North Hills. I do mean little - it's just a single, smallish room in a small strip mall, but it is...",,40.54310608,-80.02893829,ethnicmarkets,food
India on Wheels,http://s3-media2.fl.yelpcdn.com/bphoto/lvUfb8FjONDhicfoRBizxQ/ms.jpg,http://www.yelp.com/biz/india-on-wheels-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,27,4,"Love this place-cheap, convenient to work and delicious! I almost always get the chicken tikka, a samosa and mango lassi. The only downside is cash only,...",Oakland,40.4474106,-79.9537735,indpak,food
India Palace Cuisine,http://s3-media3.fl.yelpcdn.com/bphoto/ecD8Yg2Tw0bZq9B6seWEbA/ms.jpg,http://www.yelp.com/biz/india-palace-cuisine-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,22,3.5,This is a hidden gem in the Cultural District! We brought a bottle of wine from the Market Square Grocery. This restaurant is BYOB with no corkage fee! We...,Downtown,40.44310257,-80.00226505,indpak,food
Indian Spices,http://s3-media4.fl.yelpcdn.com/bphoto/yLsx8qwbOtm5xru3gJymlg/ms.jpg,http://www.yelp.com/biz/indian-spices-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,43,3.5,"Owners daughter is the hostess and compared to the next door competitor (other hostess is old lady), their food is more tasty!

Reasonably priced.

Liked...",Downtown,40.44335938,-80.00216675,indpak,food
Istanbul Grille,http://s3-media3.fl.yelpcdn.com/bphoto/USssDTWoVC_mrq8XqNmnwA/ms.jpg,http://www.yelp.com/biz/istanbul-grille-pittsburgh-4?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,31,4.5,This is absolutely and without question one of my very favorite lunch spots in downtown Pittsburgh. It is tucked away in the Steel Building tunnel (heading...,Downtown,40.441355,-79.994853,ethnicmarkets,food
Jimmy John's,http://s3-media1.fl.yelpcdn.com/bphoto/VH67IgsiX3ny2O6TyHIUVw/ms.jpg,http://www.yelp.com/biz/jimmy-johns-pittsburgh-9?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,19,4,"I know this location has been open for a while now, but let me start out my review by saying that my co-workers and I were PUMPED when we heard that JJ was...",Downtown,40.43993,-79.99704,sandwiches,food
Joseph Tambellini Restaurant,http://s3-media1.fl.yelpcdn.com/bphoto/q6tleiMbFYoRV-vID3SwRw/ms.jpg,http://www.yelp.com/biz/joseph-tambellini-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,81,4.5,We went here for a big family dinner (17 of us) and we sat in the private dining room on the third floor. It could not have been better. The service was...,Highland Park,40.47658157,-79.92144012,italian,food
Kanda House,http://s3-media4.fl.yelpcdn.com/bphoto/Nf_YXP9cS3RtZky4EyVeKA/ms.jpg,http://www.yelp.com/biz/kanda-house-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,2.5,"A friend of mine and I walked into what used to be Miss Saigon 88 a bit worried because of some recent reviews seen here. However, our meal was very...",Oakland,40.45124173,-79.95154381,vietnamese,food
Kards Unlimited,http://s3-media3.fl.yelpcdn.com/bphoto/4Ln1gk8LKYkFcubWYqng5g/ms.jpg,http://www.yelp.com/biz/kards-unlimited-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,38,4.5,"This place is terrific!  I used to go often when I lived in Pittsburgh, so I stopped in on a recent visit home! They have a really cool selection of...",Shadyside,40.4511909,-79.9328384,shopping,shopping
Kayak Pittsburgh,http://s3-media2.fl.yelpcdn.com/bphoto/9pr-pCTwqXbAL3_P06QzsQ/ms.jpg,http://www.yelp.com/biz/kayak-pittsburgh-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,25,4.5,"Kayaking up & down the Pittsburgh rivers is crazy fun! If you're new at this, the Kayak Pittsburgh folks will give you a little lesson to take your fear...",North Side,40.44657965,-80.00382543,active,active
Kickback Pinball Cafe,http://s3-media4.fl.yelpcdn.com/bphoto/zj85q7Pr9hhkN8xXidfamQ/ms.jpg,http://www.yelp.com/biz/kickback-pinball-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,4.5,"Great Place for Lunch With Man Children of All Ages!

We picked this place to kick off our Christmas break with The Little Man and it was a total win!!!...",Lawrenceville,40.4712221,-79.9598367,cafes,food
Kiku Japanese Restaurant,http://s3-media3.fl.yelpcdn.com/bphoto/X7sO_ihFJ1XXZ_Cl6vJGTg/ms.jpg,http://www.yelp.com/biz/kiku-japanese-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,69,4,"There were no customers eating in on this quiet Saturday afternoon, but the restaurant staff received us readily all the same. It made for a nice...",South Side,40.434127,-80.00605,sushi,food
La Gondola Pizzeria & Restaurant,http://s3-media3.fl.yelpcdn.com/bphoto/gVTHE34MJNYMZsHD8LFg9g/ms.jpg,http://www.yelp.com/biz/la-gondola-pizzeria-and-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,27,4.5,"My friend turned me on to this jewel of Market Square. I'm so happy she did because it is great to satiate that pizza need.

It looks a bit like a hole in...",Downtown,40.4401588,-80.0024567,italian,food
La Gourmandine Bakery & Pastry Shop,http://s3-media4.fl.yelpcdn.com/bphoto/3m1Tv_waYB4fz_2h6DyLow/ms.jpg,http://www.yelp.com/biz/la-gourmandine-bakery-and-pastry-shop-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,262,4.5,I went a little crazy last week when I stopped in. I had only ever eaten what my husband would pick up from here- usually their almond croissants. This was...,Lawrenceville,40.473129,-79.958893,french,food
La Palapa,http://s3-media3.fl.yelpcdn.com/bphoto/-ktF4Bn45Hw9FQmAkaZjGw/ms.jpg,http://www.yelp.com/biz/la-palapa-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,6,4.5,Best tacos ever!!! My only issue here is deciding what I want.. Thursday the market is open late so it's a great place for a quick dinner. I've loved...,Strip District,40.4535609,-79.9805948,mexican,food
